date,conversation_id,kor_sent,eng_sent,qna_id
20180319,1,다음 달에 제가 좋아하는 가수가 콘서트를 해요.,"Next month, there will be a conert by a singer I like.",
20180319,2,그래요? 같이 갈까요?,Really? Shall we go together?,
20180319,3,좋아요. 그 가수의 콘서트는 인기가 많으니까 빨리 예매합시다.,"OK. That singer's concert is really popular, so let's hurry and book the tickets.",
20180319,4,"네, 그럽시다.","Yes, let's do that.",
20180320,1,지금 어디예요?,Where are you now?,
20180320,2,거의 다 왔어요.,I'm almost there.,
20180320,3,공연이 곧 시작되니까 빨리 오세요.,The performance is about to begin. So please come quickly.,
20180320,4,"네, 빨리 갈게요.","Yes, I will be there soon.",
20180321,1,오래 기다렸어요?,Have you waited long?,
20180321,2,"아니요, 저도 10분 전에 왔어요.","No, I got here ten minutes ago.",
20180321,3,공연 시간에 안 늦어서 다행이에요.,It's good that I'm not late for the performance.,
20180321,4,"네, 그럼 이제 자리에 가서 앉읍시다.","Yes, let's go and sit down.",
20180322,1,저 가수 노래 정말 잘하지요?,"That singer sings really well, doesn't he?",
20180322,2,"네, 정말 잘하는군요. 이번 신곡이 참 좋아요.","Yes, he does. I like his new song very much.",
20180322,3,지난번 앨범도 좋았지요?,"His last album was good, wasn't it?",
20180322,4,"네, 하지만 저는 이번 앨범이 더 좋아요.","Yes, it was, but I like this album better.",
20180323,1,저 가수 노래를 다 알아요?,Do you know all of his songs?,
20180323,2,"네, 콘서트에 오기 전에 많이 들었어요.","Yes, I listened to them before I came to the concert.",
20180323,3,저 가수를 정말 좋아하는군요.,You really like the singer.,
20180323,4,"네, 제가 제일 좋아하는 가수예요.","Yes, he is my favorite singer.",
20180324,1,콘서트는 어땠어요?,How was the concert?,
20180324,2,정말 재미있었어요.,It was really fun.,
20180324,3,사인도 받으셨어요?,Did you get his signature?,
20180324,4,"아니요, 사람이 너무 많아서 못 받았어요. 다음 콘서트에 가면 꼭 사인을 받을 거예요.","No, I couldn't get his signature because there were too many people. I will definitey get his signature when I go to his next concert.",
20180326,1,전화로) 피자 하나 주문하고 싶어요.,(On the phone) I'd like to order a pizza.,
20180326,2,네? 어디에 전화하셨어요?,Yeah? Where did you call?,
20180326,3,거기 피자집 아니에요?,Isnt' it a pizza house?,
20180326,4,아닙니다. 전화 잘못 거셨습니다.,"No, you have the wrong number.",
20180327,1,혹시 흐엉 씨 전화번호를 알아요?,"Well, do you happen to know Ms. Huong's phone number?",
20180327,2,"아니요, 몰라요.","No, I don’t know.",
20180327,3,그럼 누가 알까요?,"Then, who would know her phone number?",
20180327,4,아마 서연 씨가 알 거예요. 서연 씨한테 한번 물어보세요.,"Maybe, Ms. Seoyon will know. Why don't you ask Ms. Seoyon?",
20180328,1,"서연 씨, 오랜만이에요. 혹시 흐엉 씨 전화번호를 알아요?","Ms. Seoyon, it's been a long time. Do you happen to know Huong's phone number?",
20180328,2,"네, 알아요. 잠시만요. 지금 적을 수 있어요?","Yes, I do. Wait a minute. Can you write it down now?",
20180328,3,"네, 말씀하세요.","Yes, please.",
20180328,4,흐엉 씨 전화번호는 014-312-6428입니다.,Ms. Huong's phone number is 014-312-6428.,
20180329,1,어디에 전화해요?,Who are you calling?,
20180329,2,서연 씨한테요. 그런데 계속 통화 중이에요.,"I am calling Ms. Seoyon, but the line remains busy.",
20180329,3,그래요? 무슨 일이 있어요?,Yeah? Why are you calling?,
20180329,4,"네, 서연 씨한테 부탁할 일이 있어요.","Well, I have a favor to ask her.",
20180330,1,여보세요?,Hello?,
20180330,2,"우빈 씨, 오랜만이에요. 그런데 지금 통화할 수 있어요?","Mr. Woobin, it's been a long time. Can you speak on the phone right now?",
20180330,3,죄송해요. 지금은 제가 전화를 받을 수 없어요.,I'm sorry but I can't speak on the phone right now.,
20180330,4,"네, 그럼 나중에 다시 걸게요.","Then, I will call later.",
20180331,1,여보세요? 회계 팀 정영수입니다.,Hello? This is Youngsoo Jung from the Accounting Team.,
20180331,2,저는 디자인 팀 흐엉입니다. 김 부장님께서는 지금 자리에 안 계세요?,"Hello, this is Huong from the Design Team. Can I talk to Kim Bujangnim?",
20180331,3,"네, 김 부장님께서는 지금 회의 중이십니다. 메모 남기시겠습니까?","No, he is in a meeting now. Do you want to leave a message?",
20180331,4,"아니요, 급한 일이 아니니까 나중에 다시 걸게요.","No, it's not urgent. I will call later.",
20180402,1,골프를 칠 줄 알아요?,Do you know how to play golf?,
20180402,2,"네, 골프를 칠 줄 알아요. 그런데 잘 못 쳐요.","Yes, I know how to play golf. But I am not good at it.",
20180402,3,골프를 치러 어디로 가세요?,Where do you go to play golf?,
20180402,4,보통 가까운 교외로 가요.,I usually go to the suburbs near from my house.,
20180403,1,인라인스케이트를 타러 갈까요?,Shall we go to inline skate?,
20180403,2,저는 인라인스케이트를 탈 줄 몰라요.,I don't know how to inline skate.,
20180403,3,그럼 자전거는 탈 줄 아세요?,"Then, do you know how to ride a bicycle?",
20180403,4,"네, 자전거는 탈 줄 알아요.","Yes, I know how to ride a bicycle.",
20180404,1,배드민턴을 같이 칠까요?,Shall we play badminton together?,
20180404,2,"네, 좋아요. 그런데 저는 배드민턴 채가 없어요.","Yes, that sounds good. But I don't have a badminton racket.",
20180404,3,저는 배드민턴 채가 있어요. 제 것으로 칩시다.,I have badminton rackets. Let's use mine to play.,
20180404,4,"네, 그럼 가져오세요. 기다릴게요.","Yes, please bring yours. I will wait.",
20180405,1,무슨 운동을 좋아하세요?,What sports do you like?,
20180405,2,야구를 좋아해요. 그래서 야구 선수가 되고 싶었어요.,I like baseball. So I wanted to become a baseball player.,
20180405,3,요즘도 야구를 자주 하세요?,Do you often play baseball these days?,
20180405,4,"아니요, 시간이 없어서 자주 못 해요.","No, I don’t have much time to play baseball often.",
20180406,1,이번 주말에 뭐 할 거예요?,What are you going to do this weekend?,
20180406,2,가족들하고 등산을 갈 거예요.,I am going to go hiking with my family.,
20180406,3,모두 다 같이 가요?,Are all of you going together?,
20180406,4,"아니요, 일이 있어서 우리 형만 못 가요.","No, only my elder brother can't go because he has work to do.",
20180407,1,수영을 날마다 하세요?,Do you swim everyday?,
20180407,2,"네, 거의 날마다 해요. 하루에 한 시간쯤 해요.","Yes, I do almost everyday. I do for about an hour a day.",
20180407,3,힘들지 않아요?,Isn't it hard?,
20180407,4,좀 힘들지만 스트레스가 풀려요.,It's a bit hard but it relieves my stress.,
20180409,1,여름 방학이 언제예요?,When is your summer vacation?,
20180409,2,월 15일부터 8월 29일까지예요.,It is from June 15th till August 29th.,
20180409,3,방학이 기네요.,The vacation is long.,
20180409,4,"네, 그래서 여행을 갈 거예요.",Yes. So I am planning to go on a trip.,
20180410,1,휴가 때 뭐 할 거예요?,What are you going to do during the holidays?,
20180410,2,친구들이랑 해외여행을 갈 거예요.,I am going on an overseas trip with my friends.,
20180410,3,부러워요. 어디로 갈 거예요?,I'm envious of you. Where are you going to go?,
20180410,4,일본으로 갈 거예요.,I am going to go to Japan.,
20180411,1,연휴 때 계획이 있어요?,Do you have a plan for holidays?,
20180411,2,여행을 가고 싶지만 같이 갈 사람이 없어요.,"I want to go on a trip, but I don’t have anybody to come with me.",
20180411,3,저는 친구 몇 명이랑 제주도에 갈 거예요. 같이 갈래요?,I am going to go to Jeju Island with a few friends of mine. Shall we go together?,
20180411,4,좋아요. 마침 잘됐네요.,That sounds good. It's just great.,
20180412,1,우리 내일 오후에 출발하지요? 저는 회사에서 일을 끝내고 갈게요.,Aren't we leaving tomorrow afternoon? I will come after I  finish my work at the company. ,
20180412,2,기차역으로 바로 오실래요?,Would you like to come directly to the train station?,
20180412,3,"네, 바로 갈게요.","Yes, I would go directly.",
20180412,4,그럼 내일 봬요.,"Then, see you tomorrow.",
20180413,1,이번 연휴에 흐엉 씨랑 여행을 갈 거예요. 같이 가시겠어요?,I am going to travel with Ms. Huong during the coming holidays. Will you come along with us?,
20180413,2,어디로 가려고 해요?,Where are you planning to go?,
20180413,3,가까운 섬으로 가려고 해요.,I am going to go to a nearby island.,
20180413,4,좋아요. 같이 갑시다.,That sounds good. Let's go together.,
20180414,1,흐엉 씨도 이번 여행 같이 가지요?,Is Ms. Huong going on a trip together?,
20180414,2,글쎄요. 저는 안 가려고 해요.,"Well, I am not going though.",
20180414,3,정말요? 왜요?,Really? Why?,
20180414,4,가고 싶지만 할 일이 너무 많아요.,"I want to go, but I have too much work to do.",
20180416,1,그 티셔츠 새로 샀어요? 처음 봐요.,Did you buy the t-shirt? It's the first time I see you wearing it.,
20180416,2,친구가 준 선물인데 아주 마음에 들어요.,It is a gift from my friend and I like it a lot.,
20180416,3,정말 예쁘네요. 잘 어울려요.,It's really pretty. It looks good on you.,
20180416,4,고마워요. 편해서 좋아요.,Thank you. It's good because it's comfortable.,
20180417,1,그건 무슨 편지예요?,What is that letter?,
20180417,2,제가 미국으로 유학을 가기 전에 남자 친구가 저에게 쓴 편지예요.,This is a letter my boyfriend wrote to me before I went overseas to study.,
20180417,3,헤어질 때 울었어요?,Did you cry when you were separated?,
20180417,4,"네, 너무 슬퍼서 많이 울었어요.","Yes, I cried a lot because I was too sad.",
20180418,1,이건 무슨 사진이에요?,What is this picture?,
20180418,2,프랑스에 여행을 갔을 때 찍은 사진이에요.,It is a picture that I took when I went on a trip to France.,
20180418,3,경치가 참 아름답네요.,The scenery is so beautiful.,
20180418,4,그렇지요? 또 가고 싶어요.,Is it so? I want to go there again.,
20180419,1,강아지가 참 귀엽군요. 언제부터 키웠어요?,The puppy is so cute. From when have you raised it?,
20180419,2,몇 년 전에 제가 집에 가는데 저를 따라왔어요.,"Several years ago, I was on my way home and it followed me.",
20180419,3,주인이 없었어요?,Wasn't there its owner?,
20180419,4,"네, 주인을 못 찾아서 제가 키웠어요.","No, there wasn't. I have raised it because we couldn't find its owner.  ",
20180420,1,무엇을 찾아요?,What are you looking for?,
20180420,2,귀걸이가 떨어졌는데 안 보여요.,"I dropped my earring, but I can't find it.",
20180420,3,비싼 거예요?,Is it something expensive?,
20180420,4,비싸지 않지만 너무 소중한 거예요.,"It's not expensive, but it's so precious for me.",
20180421,1,아까 가수 김성진 씨를 만났는데 제 손바닥에 사인을 해 줬어요.,"I met a singer, Mr. Sungjin Kim, a little while ago. He signed his signature on my palm.",
20180421,2,정말요? 보여 주세요.,Really? Show it to me.,
20180421,3,이거 보세요. 저는 손을 안 씻을 거예요.,Look at this. I am not going to wash my hand.,
20180421,4,그게 그렇게 소중해요?,Is it that precious?,
20180423,1,실례합니다. 길 좀 가르쳐 주시겠어요?,Excuse me. Would you please show me the way?,
20180423,2,어딜 찾으세요?,Where are you looking for?,
20180423,3,서울역에 가려고 해요.,I am going to go to Seoul Station.,
20180423,4,오른쪽으로 쭉 가면 서울역이 있어요.,"If you go straight to the right, you will see Seoul Station. ",
20180424,1,휴가 때 우리 강아지 좀 돌봐 줄 수 있어요?,Can you take care of my puppy during the vacation?,
20180424,2,왜요? 여행 가려고 해요?,Why? Are you going on a trip?,
20180424,3,"네, 여행 갈 때 데리고 갈 수 없어서요.",Yes. It's because I can’t take it with me.,
20180424,4,알겠어요. 걱정하지 마세요.,OK. Don’t worry.,
20180425,1,여기에 세워 주세요. 여기가 우리 집이에요.,Please stop (the car) here. Here is my house.,
20180425,2,"네, 어서 들어가세요.","Yes, please enter quickly.",
20180425,3,집까지 태워 주셔서 고맙습니다.,Thank you for giving me a ride home.,
20180425,4,아니에요. 다음에도 부탁하세요.,You are welcome. Please ask me next time.,
20180426,1,흐엉 씨를 만나면 이 책 좀 전해 줄 수 있어요?,Can you give this book to Ms. Huong when you see her?,
20180426,2,무슨 책이에요?,What book is it?,
20180426,3,지난번에 흐엉 씨한테서 빌린 책이에요.,It's a book that I borrowed from Ms. Huong the other time.,
20180426,4,"네, 제가 전해 드릴게요.","Yes, I'll give it to her.",
20180427,1,다음 주에 시간이 있어요?,Do you have time next week?,
20180427,2,"네, 저는 시간이 많아요. 왜요?","Yes, I have a plenty of time. Why?",
20180427,3,다음 주 토요일에 이사할 거예요. 와서 도와주실 수 있어요?,I am moving next Saturday. Can you come and help me?,
